TestId,Name,TestDate,CpuTest1,CpuTest2,GpuTest1,GpuTest2,MemTest1,MemTest2,DiskTest1,DiskTest2,NetTestUp1,NetUp1,NetUp2,NetDown1,NetDown2,NetBi1,NetBi2

